,Description,Genre
3607,"Simran drowns her misery in booze. Her one friend in Seoul, is Aakash, a singer in an Indian restaurant. One night, Simran tells Aakash of her past and the reasons for her loneliness. Originally a bar dancer in Mumbai, Simran is the girlfriend of a notorious gangster, Daya, who is a headhunter for hire. After hearing her story Aakash is determined to save Simran from the gangster's world.",Crime
3608,Carefully picked scenes of nature and civilization are viewed at high speed using time-lapse cinematography in an effort to demonstrate the history of various regions.,Non Crime
3609,"The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",Non Crime
3610,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,Non Crime
3611,"The sequel to Tales from the Crypt.  Five strangers trapped in a basement vault converse about their recurring nightmares. Their stories include vampires, bodily dismemberment, east Indian mysticism, an insurance scam, and an artist who kills by painting his victims' deaths.",Non Crime
3612,"At an exclusive psychiatric clinic, the doctors and staff are about as crazy as the patients. The clinic head, Dr. Stewart McIver, thinks that it would be good therapy for his patients to design and make new drapes for the library. Mrs. Karen McIver, who is neglected by her hardworking husband (and a bit unbalanced herself), wants to make her mark on the clinic, so she orders new drapes. Miss Inch, the business manager, who has been with the clinic longer than anyone, sees this as an intrusion into her territory, and she too orders drapes. All this puts everyone in a dither, as they fight over drapes and clinic politics.",Non Crime
3613,"John River, a brilliant police officer whose genius and fault-line is the fragility of his mind - a man haunted by the murder victims whose cases he must lay to rest",Crime
3614,"Carol Ann MacKay is a popular nurse at a retirement home, and spends her free time with her hunky athletic husband Wayne MacKay, who would do anything for her, including cleaning up the messes her ideas get them in. When legendary bank robber Henry Manning, who had a major stroke in prison, is placed in the home and supposedly having lost all control over his body, she notices he must be in far better condition then he lets appear. Soon Carol gets his confidence and the two start planning how they three can commit another robbery on an armored money transport.",Crime
3615,"In the tradition of ""My Sweet Little Village"" and ""Waking Ned Devine"" FLUKE is a satire about a small village full of colorful characters, whose lives radically change due to a miracle. Or a simple crime.",Non Crime
3616,"Jane lives in London with her boyfriend Richard. Her mother was murdered when she was young, she recently lost a baby in a car crash and she's plagued by nightmares of a knife-wielding man. Richard thinks that the cure is vitamins, while Jane's sister recommends psychiatric help. But a new neighbour promises that if she participates in a Black Mass, all her fears will disappear, instead it just seems to bring her nightmares to life.",Non Crime
3617,"Based on ""Sister of the Road,"" the fictionalized autobiography of radical and transient Bertha Thompson as written by physician Dr. Ben L. Reitman, 'Boxcar' Bertha Thompson, a woman labor organizer in Arkansas during the violence-filled Depression of the early '30's meets up with rabble-rousing union man 'Big' Bill Shelly and they team up to fight the corrupt railroad establishment.",Crime
3618,"Tony Takitani had a solitary childhood. Being alone was normal since his mother died young and his father was always away with his jazz band. At school he studied art, but while his sketches are accurate and detailed they lack feeling. Used to being self-sufficient, Tony seems to find emotions illogical and immature. After finding his true vocation as a technical illustrator, he becomes fascinated by Eiko, a client who in turn is fascinated by high end fashion. Eiko is like an angel in Tony's daily existence, and for the first time in his life, he feels connected to the outside world. However, Eiko does have one fault: she's a clothing shopaholic. Eventually he marries her, and his life changes. He feels vibrantly alive and for the first time he understands and fears loneliness. But her obsession with designer clothes begins to worry him. When he asks her to economize, the consequences are tragic.",Non Crime
3619,"One night on a lonely highway, a speeding car tosses a satchel of money, meant for somebody else, into Jane and Alan Palmer's back seat. Alan wants to turn it over to the police, but Jane, with luxury within her reach, persuades him to hang onto it ""for a while."" Soon, the Palmers are traced by one Danny Fuller, a sleazy character who claims the money is his. To hang onto it, Jane will need all the qualities of an ultimate femme fatale...and does she ever have them!",Crime
3620,"Rimini, 1991. For more than a year, the uno bianca gang - they always use a white Fiat Uno - has plagued the area. Their crimes are violent, sometimes killing carabineri, and there's no particular pattern: a bank one day, a petrol station the next, extortion of a small business the next. Are they terrorists? A foreign gang? Tied to the Mafia? After a particularly bloody shootout, two detectives are assigned to start fresh: they go through the notebooks of previous investigators and they interview a few witnesses again. They find a pattern in the crimes and predict the next assault, but the special task force in Bologna is dismissive. Can they carry on alone; how far will they get?",Crime
